borrowing_id,funding_source,cost_of_funds,maturity_bucket,interest_reset_type,borrowing_amount,rollover_risk_score,flag_cost_invalid,flag_rollover_invalid,cost_of_funds_outlier_flag,borrowing_amount_outlier_flag,rollover_risk_score_outlier_flag,annual_interest_expense,is_short_term_funding,funding_risk_exposure
1308,term loan,7.08,3y,floating,38725364,0.1817,False,False,False,False,False,2741755.77,0,7036398.64
1309,bank line,5.85,6m,floating,6238993,0.9626,False,False,False,False,False,364981.09,0,6005654.66
1310,ncd,5.11,1y,fixed,32103317,0.9205,False,False,False,False,False,1640479.5,0,29551103.3
1311,commercial paper,10.12,6m,floating,33218768,0.1057,False,False,False,False,False,3361739.32,0,3511223.78
1312,ncd,9.4,1m,fixed,31747696,0.8993,False,False,False,False,False,2984283.42,1,28550703.01
1313,bank line,8.33,3y,floating,33334152,0.8909,False,False,False,False,False,2776734.86,0,29697396.02
1314,commercial paper,5.71,6m,floating,43801707,0.6344,False,False,False,False,False,2501077.47,0,27787802.92
1315,term loan,6.45,3m,fixed,32495403,0.5297,False,False,False,False,False,2095953.49,1,17212814.97
1316,term loan,10.71,3y,floating,31945175,0.2174,False,False,False,False,False,3421328.24,0,6944881.04
1317,ncd,8.36,6m,floating,1263608,0.1214,False,False,False,False,False,105637.63,0,153402.01
1318,bank line,11.74,1m,floating,25787191,0.6064,False,False,False,False,False,3027416.22,1,15637352.62
1319,ncd,12.0,3m,fixed,48810546,0.822,False,False,False,False,False,5857265.52,1,40122268.81
1320,bank line,10.6,1m,floating,14438470,0.6886,False,False,False,False,False,1530477.82,1,9942330.44
1321,term loan,6.81,1m,floating,40648275,0.1808,False,False,False,False,False,2768147.53,1,7349208.12
1322,commercial paper,6.62,3m,fixed,42869814,0.29,False,False,False,False,False,2837981.69,1,12432246.06
1323,term loan,6.78,3y,floating,48602027,0.5464,False,False,False,False,False,3295217.43,0,26556147.55
1324,ncd,11.91,6m,floating,43901992,0.625,False,False,False,False,False,5228727.25,0,27438745.0
1325,commercial paper,7.35,3y,floating,16178951,0.0723,False,False,False,False,False,1189152.9,0,1169738.16
1326,bank line,9.95,3m,fixed,35000637,0.6141,False,False,False,False,False,3482563.38,1,21493891.18
1327,term loan,11.71,6m,floating,47578932,0.7363,False,False,False,False,False,5571492.94,0,35032367.63
1328,bank line,10.74,3m,floating,47595554,0.1814,False,False,False,False,False,5111762.5,1,8633833.5
1329,term loan,9.18,1y,fixed,43613547,0.2462,False,False,False,False,False,4003723.61,0,10737655.27
1330,bank line,6.18,1y,fixed,11662552,0.2589,False,False,False,False,False,720745.71,0,3019434.71
1331,term loan,6.22,3y,fixed,49243728,0.9398,False,False,False,False,False,3062959.88,0,46279255.57
1332,term loan,8.45,3m,floating,46170726,0.407,False,False,False,False,False,3901426.35,1,18791485.48
1333,bank line,11.66,6m,fixed,20221346,0.5306,False,False,False,False,False,2357808.94,0,10729446.19
1334,term loan,11.33,3y,floating,4366950,0.7243,False,False,False,False,False,494775.44,0,3162981.88
1335,term loan,6.16,1y,floating,31916794,0.3715,False,False,False,False,False,1966074.51,0,11857088.97
1336,term loan,7.01,1y,fixed,17147181,0.1056,False,False,False,False,False,1202017.39,0,1810742.31
1337,ncd,9.12,1y,floating,34237353,0.6543,False,False,False,False,False,3122446.59,0,22401500.07
1338,term loan,8.34,3y,fixed,42878172,0.6673,False,False,False,False,False,3576039.54,0,28612604.18
1339,bank line,5.84,6m,fixed,42817318,0.2605,False,False,False,False,False,2500531.37,0,11153911.34
1340,bank line,7.59,1y,fixed,8359169,0.0352,False,False,False,False,False,634460.93,0,294242.75
1341,ncd,11.68,3y,fixed,12670777,0.6654,False,False,False,False,False,1479946.75,0,8431135.02
1342,term loan,11.66,3y,floating,5068105,0.7034,False,False,False,False,False,590941.04,0,3564905.06
1343,ncd,8.92,1m,floating,9218625,0.0261,False,False,False,False,False,822301.35,1,240606.11
1344,ncd,9.45,1m,floating,36558028,0.6932,False,False,False,False,False,3454733.65,1,25342025.01
1345,term loan,6.55,6m,fixed,47301365,0.9389,False,False,False,False,False,3098239.41,0,44411251.6
1346,bank line,10.19,1y,fixed,5069377,0.1788,False,False,False,False,False,516569.52,0,906404.61
1347,term loan,5.37,1m,floating,35163881,0.5213,False,False,False,False,False,1888300.41,1,18330931.17
1348,ncd,6.54,6m,fixed,30766925,0.6968,False,False,False,False,False,2012156.9,0,21438393.34
1349,commercial paper,5.04,1m,floating,35104272,0.2301,False,False,False,False,False,1769255.31,1,8077492.99
1350,ncd,7.7,1y,fixed,35335026,0.7515,False,False,False,False,False,2720797.0,0,26554272.04
1351,bank line,10.95,3y,fixed,4754859,0.8681,False,False,False,False,False,520657.06,0,4127693.1
1352,term loan,11.88,1y,floating,4516464,0.8146,False,False,False,False,False,536555.92,0,3679111.57
1353,commercial paper,9.67,1m,floating,36341733,0.2589,False,False,False,False,False,3514245.58,1,9408874.67
1354,ncd,10.21,1y,floating,39067171,0.8042,False,False,False,False,False,3988758.16,0,31417818.92
1355,ncd,6.84,3y,fixed,20742625,0.4133,False,False,False,False,False,1418795.55,0,8572926.91
1356,ncd,8.64,3m,floating,3766702,0.2665,False,False,False,False,False,325443.05,1,1003826.08
1357,term loan,10.16,3y,floating,44131259,0.168,False,False,False,False,False,4483735.91,0,7414051.51
1358,term loan,8.48,1m,fixed,41060735,0.909,False,False,False,False,False,3481950.33,1,37324208.12
1359,ncd,5.62,3y,fixed,49462614,0.4269,False,False,False,False,False,2779798.91,0,21115589.92
1360,term loan,10.19,6m,fixed,23802935,0.8657,False,False,False,False,False,2425519.08,0,20606200.83
1361,commercial paper,6.54,1y,fixed,12186959,0.1595,False,False,False,False,False,797027.12,0,1943819.96
1362,commercial paper,5.68,3m,fixed,37381227,0.767,False,False,False,False,False,2123253.69,1,28671401.11
1363,bank line,8.35,3m,floating,4515590,0.11,False,False,False,False,False,377051.76,1,496714.9
1364,term loan,5.52,1y,fixed,13009580,0.0176,False,False,False,False,False,718128.82,0,228968.61
1365,term loan,9.41,1y,floating,20193920,0.995,False,False,False,False,False,1900247.87,0,20092950.4
1366,ncd,9.48,6m,fixed,22960594,0.0735,False,False,False,False,False,2176664.31,0,1687603.66
1367,commercial paper,6.8,3y,fixed,12468128,0.4615,False,False,False,False,False,847832.7,0,5754041.07
1368,term loan,11.75,3m,fixed,49739425,0.8784,False,False,False,False,False,5844382.44,1,43691110.92
1369,term loan,10.77,1m,fixed,23948992,0.8194,False,False,False,False,False,2579306.44,1,19623804.04
1370,term loan,5.77,1y,floating,34319179,0.4712,False,False,False,False,False,1980216.63,0,16171197.14
1371,ncd,10.24,1y,floating,32254614,0.6108,False,False,False,False,False,3302872.47,0,19701118.23
1372,commercial paper,7.47,3m,floating,11786392,0.6297,False,False,False,False,False,880443.48,1,7421891.04
1373,term loan,10.25,1y,fixed,48067102,0.1098,False,False,False,False,False,4926877.96,0,5277767.8
1374,term loan,10.61,3m,floating,18108823,0.2849,False,False,False,False,False,1921346.12,1,5159203.67
1375,ncd,6.06,1m,floating,16297929,0.301,False,False,False,False,False,987654.5,1,4905676.63
1376,bank line,9.63,1m,floating,41372673,0.3781,False,False,False,False,False,3984188.41,1,15643007.66
1377,ncd,11.04,3m,floating,20071716,0.2739,False,False,False,False,False,2215917.45,1,5497643.01
1378,term loan,7.26,1y,floating,35488790,0.2515,False,False,False,False,False,2576486.15,0,8925430.68
1379,commercial paper,5.56,6m,fixed,20842689,0.3548,False,False,False,False,False,1158853.51,0,7394986.06
1380,commercial paper,5.19,6m,fixed,45445315,0.3792,False,False,False,False,False,2358611.85,0,17232863.45
1381,term loan,5.77,3y,fixed,17699286,0.4872,False,False,False,False,False,1021248.8,0,8623092.14
1382,bank line,5.03,6m,fixed,29078844,0.1735,False,False,False,False,False,1462665.85,0,5045179.43
1383,ncd,7.29,1y,floating,27652456,0.7883,False,False,False,False,False,2015864.04,0,21798431.06
1384,term loan,7.1,6m,floating,21304165,0.8607,False,False,False,False,False,1512595.72,0,18336494.82
1385,term loan,5.77,3y,floating,30051094,0.2482,False,False,False,False,False,1733948.12,0,7458681.53
1386,term loan,9.56,1m,floating,25556747,0.1233,False,False,False,False,False,2443225.01,1,3151146.91
1387,ncd,11.94,3m,fixed,13912151,0.7223,False,False,False,False,False,1661110.83,1,10048746.67
1388,commercial paper,11.31,6m,floating,24553116,0.9242,False,False,False,False,False,2776957.42,0,22691989.81
1389,ncd,6.77,3m,floating,5472125,0.0351,False,False,False,False,False,370462.86,1,192071.59
1390,term loan,10.39,3m,floating,34158542,0.0144,False,False,False,False,False,3549072.51,1,491883.0
1391,commercial paper,11.56,1m,floating,25956605,0.1834,False,False,False,False,False,3000583.54,1,4760441.36
1392,bank line,11.34,3y,fixed,2159433,0.6848,False,False,False,False,False,244879.7,0,1478779.72
1393,term loan,11.19,1y,floating,28988863,0.9648,False,False,False,False,False,3243853.77,0,27968455.02
1394,commercial paper,10.51,1y,fixed,20774433,0.7504,False,False,False,False,False,2183392.91,0,15589134.52
1395,commercial paper,7.05,1y,fixed,46576476,0.573,False,False,False,False,False,3283641.56,0,26688320.75
1396,commercial paper,5.58,3y,floating,34946686,0.7005,False,False,False,False,False,1950025.08,0,24480153.54
1397,term loan,8.41,3y,fixed,6968470,0.2307,False,False,False,False,False,586048.33,0,1607626.03
1398,bank line,5.38,3y,fixed,11148753,0.6886,False,False,False,False,False,599802.91,0,7677031.32
1399,commercial paper,11.99,6m,floating,49370330,0.3214,False,False,False,False,False,5919502.57,0,15867624.06
1400,term loan,7.51,3m,floating,18582099,0.2224,False,False,False,False,False,1395515.63,1,4132658.82
1401,commercial paper,11.71,3y,fixed,17789243,0.2366,False,False,False,False,False,2083120.36,0,4208934.89
1402,ncd,10.41,3y,floating,37120436,0.6678,False,False,False,False,False,3864237.39,0,24789027.16
1403,commercial paper,7.88,6m,floating,20537876,0.7672,False,False,False,False,False,1618384.63,0,15756658.47
1404,term loan,5.83,3m,fixed,9627547,0.5818,False,False,False,False,False,561285.99,1,5601306.84
1405,commercial paper,6.66,1y,fixed,30323313,0.0639,False,False,False,False,False,2019532.65,0,1937659.7
1406,commercial paper,9.71,1m,fixed,38444796,0.038,False,False,False,False,False,3732989.69,1,1460902.25
1407,ncd,10.81,3y,floating,36825730,0.2172,False,False,False,False,False,3980861.41,0,7998548.56
1408,ncd,11.86,3y,fixed,46226348,0.2865,False,False,False,False,False,5482444.87,0,13243848.7
1409,term loan,5.93,1m,floating,1490697,0.4048,False,False,False,False,False,88398.33,1,603434.15
1410,bank line,6.09,3y,fixed,46739106,0.076,False,False,False,False,False,2846411.56,0,3552172.06
1411,bank line,5.3,3y,fixed,5813460,0.7252,False,False,False,False,False,308113.38,0,4215921.19
1412,bank line,6.82,3y,fixed,26380808,0.7115,False,False,False,False,False,1799171.11,0,18769944.89
1413,bank line,10.75,1m,fixed,37846544,0.3467,False,False,False,False,False,4068503.48,1,13121396.8
1414,term loan,6.39,6m,floating,29180133,0.563,False,False,False,False,False,1864610.5,0,16428414.88
1415,term loan,8.84,6m,fixed,5341435,0.1009,False,False,False,False,False,472182.85,0,538950.79
1416,ncd,8.12,1m,floating,6523269,0.4152,False,False,False,False,False,529689.44,1,2708461.29
1417,ncd,7.28,6m,floating,40478469,0.8576,False,False,False,False,False,2946832.54,0,34714335.01
1418,bank line,9.33,1y,floating,18446324,0.6606,False,False,False,False,False,1721042.03,0,12185641.63
1419,ncd,8.52,1y,fixed,39865161,0.1039,False,False,False,False,False,3396511.72,0,4141990.23
1420,term loan,7.34,1m,floating,49022273,0.8476,False,False,False,False,False,3598234.84,1,41551278.59
1421,bank line,9.82,3m,floating,40001056,0.6807,False,False,False,False,False,3928103.7,1,27228718.82
1422,commercial paper,6.96,3y,fixed,22472664,0.4531,False,False,False,False,False,1564097.41,0,10182364.06
1423,commercial paper,9.5,3m,fixed,45672933,0.6921,False,False,False,False,False,4338928.64,1,31610236.93
1424,commercial paper,11.7,3y,fixed,45214528,0.1728,False,False,False,False,False,5290099.78,0,7813070.44
1425,ncd,10.1,6m,fixed,12765071,0.5505,False,False,False,False,False,1289272.17,0,7027171.59
1426,bank line,7.93,6m,floating,49329561,0.6179,False,False,False,False,False,3911834.19,0,30480735.74
1427,commercial paper,10.23,1y,fixed,40240936,0.9277,False,False,False,False,False,4116647.75,0,37331516.33
1428,bank line,10.66,3m,fixed,29909259,0.0669,False,False,False,False,False,3188327.01,1,2000929.43
1429,term loan,7.28,1m,fixed,35644040,0.3748,False,False,False,False,False,2594886.11,1,13359386.19
1430,commercial paper,9.94,3y,fixed,19166796,0.9368,False,False,False,False,False,1905179.52,0,17955454.49
1431,commercial paper,8.04,6m,fixed,13515910,0.2172,False,False,False,False,False,1086679.16,0,2935655.65
1432,commercial paper,10.73,3y,floating,46126656,0.8132,False,False,False,False,False,4949390.19,0,37510196.66
1433,term loan,7.07,1m,floating,21718750,0.0016,False,False,False,False,False,1535515.62,1,34750.0
1434,bank line,11.56,3y,fixed,45373500,0.0259,False,False,False,False,False,5245176.6,0,1175173.65
1435,commercial paper,9.02,1y,fixed,42886178,0.3276,False,False,False,False,False,3868333.26,0,14049511.91
1436,commercial paper,7.47,1m,floating,45754135,0.7685,False,False,False,False,False,3417833.88,1,35162052.75
1437,bank line,7.94,1m,fixed,38882050,0.1041,False,False,False,False,False,3087234.77,1,4047621.4
1438,ncd,7.43,3y,floating,46979651,0.3829,False,False,False,False,False,3490588.07,0,17988508.37
1439,ncd,6.02,3y,floating,46089532,0.1315,False,False,False,False,False,2774589.83,0,6060773.46
1440,commercial paper,5.48,6m,floating,13115739,0.2236,False,False,False,False,False,718742.5,0,2932679.24
1441,commercial paper,7.25,3y,floating,3033451,0.503,False,False,False,False,False,219925.2,0,1525825.85
1442,ncd,8.21,1m,fixed,11955293,0.3191,False,False,False,False,False,981529.56,1,3814934.0
1443,ncd,7.53,3y,fixed,22996323,0.2119,False,False,False,False,False,1731623.12,0,4872920.84
1444,commercial paper,5.1,6m,fixed,35576308,0.3935,False,False,False,False,False,1814391.71,0,13999277.2
1445,bank line,9.05,3m,fixed,1520297,0.7011,False,False,False,False,False,137586.88,1,1065880.23
1446,ncd,6.01,1y,fixed,42955449,0.1194,False,False,False,False,False,2581622.48,0,5128880.61
1447,commercial paper,6.48,1m,floating,3378682,0.4796,False,False,False,False,False,218938.59,1,1620415.89
1448,term loan,5.85,6m,floating,27278595,0.2747,False,False,False,False,False,1595797.81,0,7493430.05
1449,bank line,8.64,1y,fixed,18325014,0.3786,False,False,False,False,False,1583281.21,0,6937850.3
1450,commercial paper,5.67,3y,floating,11775242,0.8216,False,False,False,False,False,667656.22,0,9674538.83
1451,term loan,6.79,3y,floating,41356611,0.9297,False,False,False,False,False,2808113.89,0,38449241.25
1452,ncd,8.16,3m,floating,42942282,0.243,False,False,False,False,False,3504090.21,1,10434974.53
1453,term loan,6.17,3y,floating,42694448,0.63,False,False,False,False,False,2634247.44,0,26897502.24
1454,term loan,8.12,1y,fixed,43208308,0.6767,False,False,False,False,False,3508514.61,0,29239062.02
1455,term loan,7.4,6m,fixed,11620027,0.8425,False,False,False,False,False,859882.0,0,9789872.75
1456,ncd,11.02,3m,floating,38577013,0.899,False,False,False,False,False,4251186.83,1,34680734.69
1457,term loan,10.56,1y,floating,13283635,0.468,False,False,False,False,False,1402751.86,0,6216741.18
1458,ncd,11.95,6m,fixed,10870163,0.9826,False,False,False,False,False,1298984.48,0,10681022.16
1459,commercial paper,8.7,1y,fixed,6714476,0.9708,False,False,False,False,False,584159.41,0,6518413.3
1460,term loan,9.03,3y,fixed,16447615,0.5065,False,False,False,False,False,1485219.63,0,8330717.0
1461,bank line,11.63,1y,fixed,22878796,0.542,False,False,False,False,False,2660803.97,0,12400307.43
1462,commercial paper,7.8,3m,floating,44467186,0.6677,False,False,False,False,False,3468440.51,1,29690740.09
1463,ncd,8.89,1y,floating,26173902,0.3738,False,False,False,False,False,2326859.89,0,9783804.57
1464,commercial paper,7.65,1m,floating,24617642,0.662,False,False,False,False,False,1883249.61,1,16296879.0
1465,term loan,8.82,3y,fixed,31604808,0.5143,False,False,False,False,False,2787544.07,0,16254352.75
1466,ncd,5.57,1y,floating,49286319,0.0354,False,False,False,False,False,2745247.97,0,1744735.69
1467,term loan,10.49,6m,fixed,22870673,0.8527,False,False,False,False,False,2399133.6,0,19501822.87
1468,commercial paper,11.9,3y,floating,42211576,0.9404,False,False,False,False,False,5023177.54,0,39695766.07
1469,bank line,5.46,6m,floating,10168740,0.0262,False,False,False,False,False,555213.2,0,266420.99
1470,commercial paper,10.61,3m,fixed,44546487,0.7893,False,False,False,False,False,4726382.27,1,35160542.19
1471,commercial paper,6.69,1m,fixed,2054364,0.3858,False,False,False,False,False,137436.95,1,792573.63
1472,term loan,6.38,1y,floating,39567854,0.5856,False,False,False,False,False,2524429.09,0,23170935.3
1473,bank line,9.85,3y,floating,18088115,0.5,False,False,False,False,False,1781679.33,0,9044057.5
1474,term loan,5.31,1y,floating,12831409,0.5513,False,False,False,False,False,681347.82,0,7073955.78
1475,term loan,8.24,1y,fixed,48369860,0.4952,False,False,False,False,False,3985676.46,0,23952754.67
1476,term loan,5.01,3y,fixed,1172791,0.8534,False,False,False,False,False,58756.83,0,1000859.84
1477,ncd,8.88,1m,fixed,17347589,0.6835,False,False,False,False,False,1540465.9,1,11857077.08
1478,term loan,8.23,1m,fixed,12237154,0.4126,False,False,False,False,False,1007117.77,1,5049049.74
1479,bank line,11.41,3m,floating,18726212,0.6886,False,False,False,False,False,2136660.79,1,12894869.58
1480,term loan,10.04,3y,fixed,24937585,0.965,False,False,False,False,False,2503733.53,0,24064769.52
1481,term loan,5.88,3y,floating,6101883,0.0803,False,False,False,False,False,358790.72,0,489981.2
